aggregation_level,weighting,pair,seed,task,n_pairs,n_seeds,n_tasks,n_unique_samples,n_repeated_observations,bootstrap_samples,bootstrap_confidence,bootstrap_level,receiver_correct_fused_correct_rate,receiver_correct_fused_correct_rate_ci_low,receiver_correct_fused_correct_rate_ci_high,beneficial_transfer_rate,beneficial_transfer_rate_ci_low,beneficial_transfer_rate_ci_high,harmful_transfer_rate,harmful_transfer_rate_ci_low,harmful_transfer_rate_ci_high,receiver_wrong_fused_wrong_rate,receiver_wrong_fused_wrong_rate_ci_low,receiver_wrong_fused_wrong_rate_ci_high,receiver_accuracy,receiver_accuracy_ci_low,receiver_accuracy_ci_high,fused_accuracy,fused_accuracy_ci_low,fused_accuracy_ci_high,oracle_accuracy,oracle_accuracy_ci_low,oracle_accuracy_ci_high,best_fixed_accuracy,best_fixed_accuracy_ci_low,best_fixed_accuracy_ci_high,oracle_headroom_over_fused,oracle_headroom_over_fused_ci_low,oracle_headroom_over_fused_ci_high,oracle_headroom_over_receiver,oracle_headroom_over_receiver_ci_low,oracle_headroom_over_receiver_ci_high,oracle_headroom_over_best_fixed,oracle_headroom_over_best_fixed_ci_low,oracle_headroom_over_best_fixed_ci_high,fused_minus_receiver,fused_minus_receiver_ci_low,fused_minus_receiver_ci_high,mean_transfer_utility,mean_transfer_utility_ci_low,mean_transfer_utility_ci_high,best_fixed_policy
pair_seed,task_macro,llama32_1b,42,__all__,1,1,3,7265,7265,10000,0.95,synchronous_task_stratified_paired_examples,0.2763618413411282,0.26029934053454123,0.2930849761895543,0.21729373959502885,0.20240427813697778,0.23269696400686565,0.10632175719798159,0.09516045014002347,0.11784500432330583,0.40002266186586133,0.3823613819092235,0.4173473995637978,0.38268359853910977,0.3650818156594009,0.400748847548621,0.493655580936157,0.4758649134693561,0.5120763321589428,0.5999773381341387,0.5826526004362022,0.6176386180907765,0.493655580936157,0.4758649134693561,0.5120763321589428,0.10632175719798165,0.09516045014002347,0.11784500432330586,0.2172937395950289,0.2024042781369777,0.23269696400686565,0.10632175719798165,0.09516045014002347,0.11784500432330586,0.11097198239704725,0.08975771161614202,0.13177783950856278,0.11097198239704725,0.08975771161614203,0.13177783950856273,fused
pair_seed,sample_weighted,llama32_1b,42,__all__,1,1,3,7265,7265,10000,0.95,synchronous_task_stratified_paired_examples,0.265244322092223,0.2551961459050241,0.27556779077770127,0.1987611837577426,0.18953888506538197,0.2079834824501032,0.09635237439779766,0.08960770818995181,0.10323468685478321,0.43964211975223677,0.42821748107364077,0.4507914659325533,0.36159669649002063,0.3505849965588438,0.37274604267033723,0.4640055058499656,0.4525808671713695,0.4754301445285616,0.5603578802477632,0.5492085340674466,0.5717825189263592,0.4640055058499656,0.4525808671713695,0.4754301445285616,0.09635237439779765,0.08960770818995178,0.10323468685478321,0.1987611837577426,0.18953888506538197,0.20798348245010317,0.09635237439779765,0.08960770818995178,0.10323468685478321,0.10240880935994495,0.09002064693737094,0.11465932553337921,0.10240880935994494,0.09002064693737095,0.11465932553337922,fused
pair_seed_task,single_task,llama32_1b,43,ai2-arc,1,1,1,1150,1150,10000,0.95,synchronous_task_stratified_paired_examples,0.3,0.27391304347826084,0.32608695652173914,0.24956521739130436,0.22434782608695653,0.2756521739130435,0.10173913043478261,0.08521739130434783,0.12,0.348695652173913,0.3208695652173913,0.37565217391304345,0.4017391304347826,0.3739130434782609,0.4304347826086956,0.5495652173913044,0.5208695652173914,0.5782608695652174,0.6513043478260869,0.6243478260869565,0.6791304347826086,0.5495652173913044,0.5208695652173914,0.5782608695652174,0.10173913043478255,0.0852173913043478,0.12,0.24956521739130433,0.22434782608695658,0.2756521739130434,0.10173913043478255,0.0852173913043478,0.12,0.14782608695652177,0.11391304347826092,0.1808695652173914,0.14782608695652175,0.11391304347826088,0.18086956521739134,fused
pair_seed_task,single_task,llama32_1b,43,openbookqa,1,1,1,500,500,10000,0.95,synchronous_task_stratified_paired_examples,0.282,0.244,0.322,0.232,0.196,0.27,0.114,0.088,0.142,0.372,0.33,0.414,0.39599999999999996,0.354,0.44,0.514,0.47000000000000003,0.558,0.628,0.586,0.67,0.514,0.47000000000000003,0.558,0.11399999999999999,0.08799999999999997,0.14200000000000002,0.23200000000000004,0.196,0.27,0.11399999999999999,0.08799999999999997,0.14200000000000002,0.11800000000000005,0.06600000000000006,0.16800000000000004,0.11800000000000001,0.066,0.168,fused
pair_seed_task,single_task,llama32_1b,43,mmlu-redux,1,1,1,5615,5615,10000,0.95,synchronous_task_stratified_paired_examples,0.24826357969723953,0.23739982190561,0.2594835262689225,0.21157613535173642,0.20089047195013357,0.22226179875333926,0.10204808548530721,0.09421193232413179,0.10988423864648264,0.43811219946571683,0.4251113089937667,0.45111308993766697,0.35031166518254675,0.33784505788067676,0.36313446126447013,0.4598397150489759,0.44701691896705253,0.4730186999109528,0.5618878005342831,0.548886910062333,0.5748886910062333,0.4598397150489759,0.44701691896705253,0.4730186999109528,0.1020480854853072,0.09421193232413183,0.10988423864648267,0.21157613535173636,0.2008904719501336,0.2222617987533393,0.1020480854853072,0.09421193232413183,0.10988423864648267,0.10952804986642917,0.09510240427426536,0.12395369545859303,0.10952804986642921,0.09510240427426538,0.12395369545859304,fused
pair_seed,task_macro,llama32_1b,43,__all__,1,1,3,7265,7265,10000,0.95,synchronous_task_stratified_paired_examples,0.2767545265657465,0.26086593170467304,0.2935278646740744,0.23104711758101357,0.21583164659878432,0.24653025281660151,0.10592907197336326,0.094955169899467,0.11728164143662807,0.3862692838798766,0.3689936770038845,0.40338782569979476,0.38268359853910977,0.3650818156594009,0.40074884754862106,0.5078016441467601,0.49008238801347315,0.5261283699201156,0.6137307161201233,0.5966121743002051,0.6310063229961155,0.5078016441467601,0.49008238801347315,0.5261283699201156,0.10592907197336321,0.09495516989946698,0.11728164143662806,0.23104711758101354,0.21583164659878426,0.24653025281660157,0.10592907197336321,0.09495516989946698,0.11728164143662806,0.12511804560765033,0.10418626092118675,0.14611525868855427,0.1251180456076503,0.10418626092118678,0.1461152586885542,fused
pair_seed,sample_weighted,llama32_1b,43,__all__,1,1,3,7265,7265,10000,0.95,synchronous_task_stratified_paired_examples,0.2587749483826566,0.2488644184445974,0.26896077081899517,0.2189951823812801,0.20949759119064004,0.22849277357192016,0.10282174810736405,0.09593943565037852,0.10984170681348931,0.4194081211286992,0.4079800412938747,0.4306951135581555,0.36159669649002063,0.3505849965588438,0.37274604267033723,0.4777701307639367,0.46620784583620095,0.4894700619408121,0.5805918788713007,0.5693048864418444,0.5920199587061252,0.4777701307639367,0.46620784583620095,0.4894700619408121,0.102821748107364,0.09593943565037855,0.10984170681348931,0.21899518238128007,0.20949759119064004,0.22849277357192022,0.102821748107364,0.09593943565037855,0.10984170681348931,0.11617343427391608,0.10323468685478321,0.12897453544390913,0.11617343427391605,0.1032346868547832,0.12897453544390913,fused
pair_seed_task,single_task,llama32_1b,44,ai2-arc,1,1,1,1150,1150,10000,0.95,synchronous_task_stratified_paired_examples,0.30869565217391304,0.2817391304347826,0.3347826086956522,0.23391304347826086,0.20956521739130435,0.2591304347826087,0.09304347826086956,0.07652173913043478,0.11043478260869566,0.36434782608695654,0.33652173913043476,0.39217391304347826,0.4017391304347826,0.3739130434782609,0.4304347826086956,0.5426086956521738,0.5139130434782608,0.5721739130434782,0.6356521739130434,0.6078260869565217,0.6634782608695652,0.5426086956521738,0.5139130434782608,0.5721739130434782,0.09304347826086956,0.07652173913043481,0.11043478260869566,0.2339130434782608,0.2095652173913043,0.2591304347826087,0.09304347826086956,0.07652173913043481,0.11043478260869566,0.14086956521739125,0.10869565217391308,0.17304347826086958,0.1408695652173913,0.10869565217391305,0.17304347826086958,fused
pair_seed_task,single_task,llama32_1b,44,openbookqa,1,1,1,500,500,10000,0.95,synchronous_task_stratified_paired_examples,0.274,0.236,0.314,0.248,0.21,0.286,0.122,0.094,0.152,0.356,0.314,0.398,0.396,0.354,0.44,0.522,0.478,0.5640000000000001,0.644,0.602,0.686,0.522,0.478,0.5640000000000001,0.122,0.09399999999999997,0.15200000000000002,0.248,0.21000000000000002,0.28600000000000003,0.122,0.09399999999999997,0.15200000000000002,0.126,0.07200000000000006,0.17800000000000005,0.126,0.07200000000000001,0.178,fused
pair_seed_task,single_task,llama32_1b,44,mmlu-redux,1,1,1,5615,5615,10000,0.95,synchronous_task_stratified_paired_examples,0.24167408726625111,0.23063223508459482,0.25289403383793413,0.19465716829919857,0.18432769367764915,0.20481300089047189,0.10863757791629564,0.1006233303650935,0.11682991985752449,0.45503116651825465,0.44220837043633127,0.4678539626001781,0.35031166518254675,0.33784505788067676,0.36313446126447013,0.4363312555654497,0.42368655387355303,0.4489759572573464,0.5449688334817453,0.5321460373998219,0.5577916295636688,0.4363312555654497,0.42368655387355303,0.4489759572573464,0.10863757791629558,0.10062333036509352,0.11682991985752444,0.19465716829919855,0.18432769367764923,0.20481300089047194,0.10863757791629558,0.10062333036509352,0.11682991985752444,0.08601959038290297,0.0719501335707925,0.10008904719501333,0.08601959038290294,0.07195013357079251,0.10008904719501335,fused
pair_seed,task_macro,llama32_1b,44,__all__,1,1,3,7265,7265,10000,0.95,synchronous_task_stratified_paired_examples,0.2747899131467214,0.25894067843638285,0.2916396040626169,0.22552340392581982,0.20992431052950816,0.24107637603727078,0.10789368539238839,0.096797914488882,0.11947897324712532,0.39179299753507035,0.3749110883115877,0.4090279324273749,0.3826835985391098,0.3650818156594009,0.40074884754862106,0.5003133170725412,0.48242500677533,0.5181217636506769,0.6082070024649296,0.5909720675726251,0.6250889116884123,0.5003133170725412,0.48242500677533,0.5181217636506769,0.10789368539238842,0.09679791448888202,0.11947897324712534,0.22552340392581982,0.20992431052950816,0.24107637603727067,0.10789368539238842,0.09679791448888202,0.11947897324712534,0.1176297185334314,0.09627339876366353,0.13824587608243963,0.11762971853343143,0.09627339876366359,0.1382458760824396,fused
pair_seed,sample_weighted,llama32_1b,44,__all__,1,1,3,7265,7265,10000,0.95,synchronous_task_stratified_paired_examples,0.25450791465932554,0.24459738472126633,0.26469373709566413,0.20454232622161045,0.19518238128011012,0.21362697866483138,0.1070887818306951,0.10006882312456986,0.11424638678596008,0.43386097728836887,0.42271163110805227,0.44514796971782516,0.36159669649002063,0.3505849965588438,0.37274604267033723,0.459050240880936,0.44748795595320023,0.47019958706125253,0.5661390227116311,0.5548520302821748,0.5772883688919477,0.459050240880936,0.44748795595320023,0.47019958706125253,0.10708878183069509,0.10006882312456988,0.11424638678596011,0.20454232622161045,0.19518238128011012,0.21362697866483138,0.10708878183069509,0.10006882312456988,0.11424638678596011,0.09745354439091536,0.08479008947006195,0.10984170681348931,0.09745354439091534,0.08479008947006195,0.10984170681348931,fused
pair_across_seeds,task_macro,llama32_1b,all,__all__,1,3,3,7265,21795,10000,0.95,seeds_with_synchronous_task_stratified_paired_examples,0.27596876035119866,0.2603468478583504,0.2922240246751068,0.2246214203672874,0.2089994366797011,0.24028947479362128,0.10671483818791108,0.09606532730221415,0.11777004142630376,0.3926949810936028,0.37508358176210205,0.4105921954650457,0.3826835985391097,0.36508181565940095,0.40074884754862106,0.500590180718486,0.4822509384369851,0.5186438865013916,0.6073050189063971,0.5894078045349542,0.624916418237898,0.500590180718486,0.4822509384369851,0.5186438865013916,0.10671483818791105,0.09606532730221409,0.11777004142630379,0.22462142036728738,0.20899943667970114,0.2402894747936213,0.10671483818791105,0.09606532730221409,0.11777004142630379,0.11790658217937633,0.09706977084328124,0.13906690391076348,0.11790658217937633,0.09706977084328122,0.1390669039107635,fused
pair_across_seeds,sample_weighted,llama32_1b,all,__all__,1,3,3,7265,21795,10000,0.95,seeds_with_synchronous_task_stratified_paired_examples,0.25950906171140165,0.2487267721954577,0.27075017205781143,0.20743289745354437,0.19518238128011012,0.22064693737095664,0.10208763477861894,0.09382885983023628,0.11020876347786189,0.4309704060564349,0.41624225739848586,0.4451020876347786,0.3615966964900206,0.3505849965588438,0.37274604267033723,0.466941959164946,0.4534514796971782,0.48121128699242943,0.569029593943565,0.5548979123652213,0.5837577426015141,0.466941959164946,0.4534514796971782,0.48121128699242943,0.10208763477861899,0.09382885983023626,0.11020876347786185,0.20743289745354443,0.19518238128011012,0.22064693737095664,0.10208763477861899,0.09382885983023626,0.11020876347786185,0.10534526267492544,0.09098417068134895,0.12044046799724706,0.10534526267492543,0.09098417068134894,0.12044046799724704,fused
seed_pair_balanced,task_macro,__all__,42,__all__,4,1,3,7265,29060,10000,0.95,pairs_with_synchronous_task_stratified_paired_examples,0.2967783112005885,0.27288865035425297,0.32239248244866875,0.21644250648495875,0.19609863944919795,0.23524712403370884,0.08590528733852129,0.06496801027914359,0.1069462348522978,0.4008738949759314,0.3801201656406881,0.42304062407242504,0.3826835985391098,0.36508181565940095,0.400748847548621,0.5132208176855473,0.4886728610928285,0.5410206024881593,0.5991261050240686,0.576959375927575,0.6198798343593119,0.5132208176855473,0.4886728610928285,0.5410206024881593,0.08590528733852132,0.06496801027914358,0.10694623485229782,0.21644250648495877,0.1960986394491979,0.23524712403370887,0.08590528733852132,0.06496801027914358,0.10694623485229782,0.13053721914643746,0.10373744886238985,0.1592057551589298,0.13053721914643746,0.10373744886238982,0.15920575515892985,fused
seed_pair_balanced,sample_weighted,__all__,42,__all__,4,1,3,7265,29060,10000,0.95,pairs_with_synchronous_task_stratified_paired_examples,0.2772883688919477,0.25705437026841016,0.2968349965588437,0.2019958706125258,0.17969717825189263,0.2244666207845836,0.08430832759807295,0.06627666896077081,0.102856159669649,0.4364074328974535,0.41338523743977973,0.46032432897453546,0.36159669649002063,0.3505849965588438,0.37274604267033723,0.4792842395044735,0.46001376462491395,0.5000688231245698,0.5635925671025465,0.5396756710254647,0.5866147625602202,0.4792842395044735,0.46001376462491395,0.5000688231245698,0.08430832759807294,0.06627666896077078,0.102856159669649,0.20199587061252583,0.17969717825189258,0.22446662078458357,0.08430832759807294,0.06627666896077078,0.102856159669649,0.11768754301445289,0.09793530626290431,0.1386467653131452,0.11768754301445285,0.09793530626290434,0.1386467653131452,fused
seed_pair_balanced,task_macro,__all__,43,__all__,4,1,3,7265,29060,10000,0.95,pairs_with_synchronous_task_stratified_paired_examples,0.29917596500058075,0.27752085494986256,0.32040206970201446,0.2053539303367016,0.17625136280924542,0.23504205592551008,0.08350763353852904,0.06751312913779085,0.10120975324893207,0.41196247112418855,0.3807029855007937,0.4433511032495773,0.38268359853910977,0.3650818156594009,0.400748847548621,0.5045298953372823,0.4803494253874844,0.5294396169680075,0.5880375288758114,0.5566488967504225,0.6192970144992063,0.5045298953372823,0.4803494253874844,0.5294396169680075,0.08350763353852908,0.06751312913779083,0.10120975324893206,0.20535393033670163,0.17625136280924536,0.23504205592551003,0.08350763353852908,0.06751312913779083,0.10120975324893206,0.12184629679817255,0.09691071470053043,0.14738251513157044,0.12184629679817256,0.0969107147005304,0.14738251513157047,fused
seed_pair_balanced,sample_weighted,__all__,43,__all__,4,1,3,7265,29060,10000,0.95,pairs_with_synchronous_task_stratified_paired_examples,0.2825189263592567,0.2643143496214728,0.3006194081211287,0.19050240880935992,0.16269700619408123,0.21786046111493462,0.07907777013076393,0.06397109428768066,0.09604353062629044,0.44790089470061945,0.4200963523743978,0.476292154163799,0.36159669649002063,0.3505849965588438,0.37274604267033723,0.4730213351686166,0.4561252580867171,0.4907441500344116,0.5520991052993806,0.523707845836201,0.5799036476256022,0.4730213351686166,0.4561252580867171,0.4907441500344116,0.07907777013076395,0.06397109428768066,0.09604353062629045,0.19050240880935992,0.16269700619408123,0.21786046111493468,0.07907777013076395,0.06397109428768066,0.09604353062629045,0.11142463867859598,0.09473417068134891,0.1294915691672402,0.11142463867859599,0.09473417068134894,0.1294915691672402,fused
seed_pair_balanced,task_macro,__all__,44,__all__,4,1,3,7265,29060,10000,0.95,pairs_with_synchronous_task_stratified_paired_examples,0.29604161988462585,0.26025619845909637,0.3333166634403189,0.19080075367480995,0.11246257614180444,0.23926203911623886,0.08664197865448398,0.0520550634299947,0.1206137544039645,0.4265156477860802,0.376696632015693,0.5048397192432278,0.3826835985391098,0.3650818156594009,0.40074884754862106,0.4868423735594358,0.4362976733193955,0.5314498783666938,0.5734843522139198,0.4951602807567721,0.623303367984307,0.4868423735594358,0.4362976733193955,0.5314498783666938,0.08664197865448398,0.05205506342999466,0.1206137544039645,0.19080075367480998,0.11246257614180444,0.23926203911623892,0.08664197865448398,0.05205506342999466,0.1206137544039645,0.104158775020326,0.052716928000825974,0.14967509727438152,0.10415877502032597,0.052716928000825954,0.14967509727438147,fused
seed_pair_balanced,sample_weighted,__all__,44,__all__,4,1,3,7265,29060,10000,0.95,pairs_with_synchronous_task_stratified_paired_examples,0.2776668960770819,0.249482966276669,0.3098417068134893,0.17797660013764627,0.10268410185822437,0.22374397797660014,0.08392980041293874,0.05395732966276669,0.11149432209222299,0.46042670337233305,0.4136596696490021,0.535788885065382,0.36159669649002063,0.3505849965588438,0.37274604267033723,0.45564349621472816,0.4091878871300757,0.49573382656572607,0.539573296627667,0.464211114934618,0.586340330350998,0.45564349621472816,0.4091878871300757,0.49573382656572607,0.0839298004129388,0.05395732966276667,0.11149432209222299,0.17797660013764632,0.10268410185822435,0.22374397797660012,0.0839298004129388,0.05395732966276667,0.11149432209222299,0.09404679972470753,0.048279421885753626,0.13427391603578798,0.09404679972470753,0.04827942188575362,0.134273916035788,fused
task_pair_balanced,single_task,__all__,all,ai2-arc,4,3,1,1150,13800,10000,0.95,pairs_then_seeds_with_synchronous_task_stratified_paired_examples,0.32231884057971016,0.2918840579710145,0.3535507246376811,0.22746376811594202,0.18000000000000002,0.2688405797101449,0.07942028985507246,0.058695652173913045,0.10217391304347825,0.37079710144927536,0.3281865942028986,0.4200724637681159,0.4017391304347826,0.3739130434782609,0.4304347826086956,0.5497826086956522,0.5062300724637682,0.5960869565217392,0.6292028985507246,0.5799275362318842,0.6718134057971015,0.5497826086956522,0.5062300724637682,0.5960869565217392,0.07942028985507243,0.05869565217391304,0.10217391304347823,0.22746376811594204,0.18000000000000005,0.2688405797101449,0.07942028985507243,0.05869565217391304,0.10217391304347823,0.1480434782608696,0.10267934782608694,0.19572463768115933,0.14804347826086955,0.10267934782608694,0.19572463768115939,fused
task_pair_balanced,single_task,__all__,all,openbookqa,4,3,1,500,6000,10000,0.95,pairs_then_seeds_with_synchronous_task_stratified_paired_examples,0.30133333333333334,0.2555,0.34950000000000003,0.2038333333333333,0.15516666666666667,0.24666666666666665,0.09466666666666666,0.06266666666666668,0.13016666666666665,0.4001666666666667,0.352,0.45399999999999996,0.396,0.354,0.44,0.5051666666666667,0.4598333333333333,0.552,0.5998333333333333,0.546,0.648,0.5051666666666667,0.4598333333333333,0.552,0.09466666666666668,0.06266666666666665,0.13016666666666665,0.2038333333333333,0.15516666666666667,0.2466666666666667,0.09466666666666668,0.06266666666666665,0.13016666666666665,0.10916666666666663,0.06,0.15766666666666673,0.10916666666666665,0.06,0.15766666666666668,fused
task_pair_balanced,single_task,__all__,all,mmlu-redux,4,3,1,5615,67380,10000,0.95,pairs_then_seeds_with_synchronous_task_stratified_paired_examples,0.26834372217275154,0.2473415701988721,0.290532428020184,0.181300089047195,0.13867393885425944,0.21107190560997327,0.0819679430097952,0.061412511130899385,0.10163253190857821,0.4683882457702582,0.4368944790739092,0.5119920599584445,0.35031166518254675,0.33784505788067676,0.36313446126447013,0.44964381121994657,0.42199428613831996,0.47387986049272784,0.5316117542297417,0.4880079400415554,0.5631055209260909,0.44964381121994657,0.42199428613831996,0.47387986049272784,0.08196794300979515,0.06141251113089937,0.10163253190857818,0.18130008904719497,0.1386739388542594,0.21107190560997333,0.08196794300979515,0.06141251113089937,0.10163253190857818,0.09933214603739982,0.07208370436331257,0.12386539032353812,0.0993321460373998,0.07208370436331256,0.12386539032353815,fused
pair_balanced,task_macro,__all__,all,__all__,4,3,3,7265,87180,10000,0.95,pairs_then_seeds_with_synchronous_task_stratified_paired_examples,0.2973319653619317,0.27163764287342823,0.3229660662433698,0.20419906349882344,0.16136441112702776,0.23513942516164002,0.0853516331771781,0.06343839568787883,0.10756110261506231,0.41311733796206673,0.38070339379508816,0.4566834500733456,0.38268359853910977,0.3650818156594009,0.400748847548621,0.5015310288607551,0.4695827098954232,0.533265221908191,0.5868826620379332,0.5433165499266542,0.6192966062049117,0.5015310288607551,0.4695827098954232,0.533265221908191,0.08535163317717809,0.06343839568787879,0.10756110261506234,0.20419906349882339,0.16136441112702776,0.23513942516164005,0.08535163317717809,0.06343839568787879,0.10756110261506234,0.1188474303216453,0.08620406143396096,0.1513803179350515,0.11884743032164534,0.08620406143396098,0.15138031793505147,fused
pair_balanced,sample_weighted,__all__,all,__all__,4,3,3,7265,87180,10000,0.95,pairs_then_seeds_with_synchronous_task_stratified_paired_examples,0.2791580637760954,0.2582926129846295,0.30082587749483825,0.19015829318651062,0.14825504702913514,0.2184001491167699,0.08243863271392521,0.062318192245927974,0.10201909841706812,0.44824501032346864,0.41898371186051847,0.49071117228722183,0.36159669649002063,0.3505849965588438,0.37274604267033723,0.46931635696260604,0.4415347556779078,0.49466649460885526,0.5517549896765312,0.5092888277127782,0.5810162881394815,0.46931635696260604,0.4415347556779078,0.49466649460885526,0.08243863271392521,0.06231819224592794,0.10201909841706806,0.19015829318651062,0.14825504702913508,0.21840014911676994,0.08243863271392521,0.06231819224592794,0.10201909841706806,0.10771966047258541,0.07963953888506538,0.13323067217251658,0.10771966047258541,0.0796395388850654,0.13323067217251663,fused
pair_balanced,task_macro,__heterogeneous__,all,__all__,3,3,3,7265,65385,10000,0.95,pairs_then_seeds_with_synchronous_task_stratified_paired_examples,0.2924663377226,0.2652567929674225,0.3232624110424257,0.19543948447266418,0.14432009527046114,0.2316801473508818,0.09021726081650971,0.062391762632584974,0.11458711124303288,0.42187691698822594,0.3843753479795178,0.4740055568460946,0.3826835985391097,0.3650818156594009,0.400748847548621,0.4879058221952642,0.45877526473974845,0.5112152463567364,0.5781230830117738,0.5259944431539053,0.6156246520204822,0.4879058221952642,0.45877526473974845,0.5112152463567364,0.09021726081650966,0.062391762632585016,0.11458711124303288,0.19543948447266413,0.14432009527046116,0.23168014735088172,0.09021726081650966,0.062391762632585016,0.11458711124303288,0.10522222365615447,0.07565890737227607,0.13036767565312027,0.10522222365615447,0.07565890737227607,0.13036767565312027,fused
pair_balanced,sample_weighted,__heterogeneous__,all,__all__,3,3,3,7265,65385,10000,0.95,pairs_then_seeds_with_synchronous_task_stratified_paired_examples,0.2761489638296245,0.252534985088323,0.30413703448803237,0.1820295174734266,0.13038120363997857,0.21797086487726544,0.08544773266039613,0.05811577578955418,0.10701231169228416,0.45637378603655265,0.4197136193316509,0.5091098875888965,0.36159669649002063,0.3505849965588438,0.37274604267033723,0.4581784813030511,0.4300676760724937,0.4781069817236369,0.5436262139634472,0.4908901124111035,0.5802863806683489,0.4581784813030511,0.4300676760724937,0.4781069817236369,0.08544773266039613,0.05811577578955418,0.1070123116922842,0.1820295174734266,0.13038120363997857,0.21797086487726547,0.08544773266039613,0.05811577578955418,0.1070123116922842,0.09658178481303048,0.0688227422191634,0.11709107593484747,0.09658178481303048,0.06882274221916342,0.11709107593484741,fused
